hidden_layers,lr,batch_size,val_split,activation,epochs,dataset,mse,r2
"[320, 320]",0.001,16,0.8,relu,400,Reacher3,0.0009059190203963988,0.5950418572620068
"[320, 320]",0.001,16,0.8,tanh,400,Reacher3,0.0012281829444132173,0.4507433217352017
"[320, 320]",0.001,16,0.5,relu,400,Reacher3,0.0007026050846631078,0.6862739423333785
"[320, 320]",0.001,16,0.5,tanh,400,Reacher3,0.0009363182532984323,0.581332880996689
"[320, 320]",0.001,16,0.2,relu,400,Reacher3,0.0006700181696699093,0.7008412227903298
"[320, 320]",0.001,16,0.2,tanh,400,Reacher3,0.0008572505228856015,0.6166911222340162
"[320, 320]",0.001,16,0.1,relu,400,Reacher3,0.0006546553796998499,0.7076898231565778
"[320, 320]",0.001,16,0.1,tanh,400,Reacher3,0.0008560075927346388,0.6172567000753449
"[320, 320]",0.001,16,0.05,relu,400,Reacher3,0.0006348473746609216,0.7165398724811856
"[320, 320]",0.001,16,0.05,tanh,400,Reacher3,0.0008303936535607139,0.6289549665868761
"[320, 320]",0.001,32,0.8,relu,400,Reacher3,0.0009072935011461385,0.5942173806466632
"[320, 320]",0.001,32,0.8,tanh,400,Reacher3,0.0011345690021725072,0.49343451034193536
"[320, 320]",0.001,32,0.5,relu,400,Reacher3,0.0007217718041686118,0.6775352733247056
"[320, 320]",0.001,32,0.5,tanh,400,Reacher3,0.0009746142114663977,0.564419707028789
"[320, 320]",0.001,32,0.2,relu,400,Reacher3,0.0006684845346869682,0.7016825725087009
"[320, 320]",0.001,32,0.2,tanh,400,Reacher3,0.0008930346271290309,0.6009563008346501
"[320, 320]",0.001,32,0.1,relu,400,Reacher3,0.0006965200213946246,0.6887328944123593
"[320, 320]",0.001,32,0.1,tanh,400,Reacher3,0.0008323510144870486,0.628087524460793
"[320, 320]",0.001,32,0.05,relu,400,Reacher3,0.000643574549313674,0.7126433386709564
"[320, 320]",0.001,32,0.05,tanh,400,Reacher3,0.0008661730725934329,0.6129599912811355
"[320, 320]",0.001,64,0.8,relu,400,Reacher3,0.0009389036182009671,0.5799474861115147
"[320, 320]",0.001,64,0.8,tanh,400,Reacher3,0.0011287178073689811,0.4955775846766069
"[320, 320]",0.001,64,0.5,relu,400,Reacher3,0.0007307601250756842,0.6733408568898128
"[320, 320]",0.001,64,0.5,tanh,400,Reacher3,0.0009509411748845312,0.5749530294957904
"[320, 320]",0.001,64,0.2,relu,400,Reacher3,0.0007013682342173503,0.6864746253770392
"[320, 320]",0.001,64,0.2,tanh,400,Reacher3,0.0008868944784728959,0.6037561420066678
"[320, 320]",0.001,64,0.1,relu,400,Reacher3,0.0006843126510972744,0.6943984826243069
"[320, 320]",0.001,64,0.1,tanh,400,Reacher3,0.0008381039969001268,0.6256365914852556
"[320, 320]",0.001,64,0.05,relu,400,Reacher3,0.0006719575461038321,0.6999156283529712
"[320, 320]",0.001,64,0.05,tanh,400,Reacher3,0.0008563204112016903,0.6170305405100921
"[320, 320]",0.001,128,0.8,relu,400,Reacher3,0.0009551166040838596,0.5723510820318581
"[320, 320]",0.001,128,0.8,tanh,400,Reacher3,0.0010984633067132037,0.5092308957742157
"[320, 320]",0.001,128,0.5,relu,400,Reacher3,0.0007082950564549403,0.6836043668719206
"[320, 320]",0.001,128,0.5,tanh,400,Reacher3,0.000868118871208484,0.6119088037353891
"[320, 320]",0.001,128,0.2,relu,400,Reacher3,0.0006938111738584979,0.6900152751897372
"[320, 320]",0.001,128,0.2,tanh,400,Reacher3,0.0008392353909864844,0.6249200274982739
"[320, 320]",0.001,128,0.1,relu,400,Reacher3,0.0007008727105180934,0.6871016968935614
"[320, 320]",0.001,128,0.1,tanh,400,Reacher3,0.0008262705117571212,0.6307576273651793
"[320, 320]",0.001,128,0.05,relu,400,Reacher3,0.0006860622360908308,0.6936930128815715
"[320, 320]",0.001,128,0.05,tanh,400,Reacher3,0.0008684463372793245,0.6114474110556116
"[320, 320]",0.0001,16,0.8,relu,400,Reacher3,0.0009891052980529923,0.5577495496647186
"[320, 320]",0.0001,16,0.8,tanh,400,Reacher3,0.0010654499402791963,0.523372286732683
"[320, 320]",0.0001,16,0.5,relu,400,Reacher3,0.0007508737549287986,0.6643941355324441
"[320, 320]",0.0001,16,0.5,tanh,400,Reacher3,0.0008592041771821029,0.615881922595055
"[320, 320]",0.0001,16,0.2,relu,400,Reacher3,0.0007019016976439608,0.686587193948275
"[320, 320]",0.0001,16,0.2,tanh,400,Reacher3,0.0008307929986014782,0.6286338081559063
"[320, 320]",0.0001,16,0.1,relu,400,Reacher3,0.0007109353713019758,0.6824541444464117
"[320, 320]",0.0001,16,0.1,tanh,400,Reacher3,0.0007898159737052478,0.6469510341652799
"[320, 320]",0.0001,16,0.05,relu,400,Reacher3,0.0007008899905300974,0.6870607403295352
"[320, 320]",0.0001,16,0.05,tanh,400,Reacher3,0.0007948569852790109,0.6447066892467913
"[320, 320]",0.0001,32,0.8,relu,400,Reacher3,0.0010078531055801713,0.5490443629637834
"[320, 320]",0.0001,32,0.8,tanh,400,Reacher3,0.0010380466098187321,0.5357807620464092
"[320, 320]",0.0001,32,0.5,relu,400,Reacher3,0.0007543965202992985,0.6629861774818341
"[320, 320]",0.0001,32,0.5,tanh,400,Reacher3,0.0008438144423901086,0.6228139183917342
"[320, 320]",0.0001,32,0.2,relu,400,Reacher3,0.0006926243766064187,0.6905073694253602
"[320, 320]",0.0001,32,0.2,tanh,400,Reacher3,0.0007877022063861875,0.6479161590795964
"[320, 320]",0.0001,32,0.1,relu,400,Reacher3,0.000691021849656245,0.691160415835763
"[320, 320]",0.0001,32,0.1,tanh,400,Reacher3,0.0007813604730615831,0.6508780023269605
"[320, 320]",0.0001,32,0.05,relu,400,Reacher3,0.0006858558511285039,0.6936857152218409
"[320, 320]",0.0001,32,0.05,tanh,400,Reacher3,0.0007807385248605716,0.6509201346720169
"[320, 320]",0.0001,64,0.8,relu,400,Reacher3,0.0010235648822654356,0.5424458219174096
"[320, 320]",0.0001,64,0.8,tanh,400,Reacher3,0.0011194304952176445,0.49992736704828217
"[320, 320]",0.0001,64,0.5,relu,400,Reacher3,0.0007484010353874748,0.6656380644731246
"[320, 320]",0.0001,64,0.5,tanh,400,Reacher3,0.0008389353737112629,0.6250342321532913
"[320, 320]",0.0001,64,0.2,relu,400,Reacher3,0.0007215902574309557,0.677731483983184
"[320, 320]",0.0001,64,0.2,tanh,400,Reacher3,0.0007922794706628633,0.6458570307645245
"[320, 320]",0.0001,64,0.1,relu,400,Reacher3,0.0006925938658334376,0.6906407161693883
"[320, 320]",0.0001,64,0.1,tanh,400,Reacher3,0.000786374627114758,0.6486092615399409
"[320, 320]",0.0001,64,0.05,relu,400,Reacher3,0.0006858732883214281,0.6937485640137596
"[320, 320]",0.0001,64,0.05,tanh,400,Reacher3,0.000773042759309632,0.6545073226315657
"[320, 320]",0.0001,128,0.8,relu,400,Reacher3,0.0010798326808219175,0.5179001211817854
"[320, 320]",0.0001,128,0.8,tanh,400,Reacher3,0.001213317909668423,0.4579552724940555
"[320, 320]",0.0001,128,0.5,relu,400,Reacher3,0.0007701494147107392,0.6559583365080314
"[320, 320]",0.0001,128,0.5,tanh,400,Reacher3,0.0008805438966420605,0.6063045459337121
"[320, 320]",0.0001,128,0.2,relu,400,Reacher3,0.0007277921371891256,0.6750014893582857
"[320, 320]",0.0001,128,0.2,tanh,400,Reacher3,0.0008050342872483558,0.6399804172545172
"[320, 320]",0.0001,128,0.1,relu,400,Reacher3,0.0007249336140549709,0.6762081273916939
"[320, 320]",0.0001,128,0.1,tanh,400,Reacher3,0.0008027124596592721,0.641105502384382
"[320, 320]",0.0001,128,0.05,relu,400,Reacher3,0.0006994756367150523,0.687563567002158
"[320, 320]",0.0001,128,0.05,tanh,400,Reacher3,0.0007920698712123277,0.6458386378821156
"[107, 107, 107, 107, 107, 107]",0.1,16,0.8,relu,400,Reacher3,0.0021024143264774223,0.0517686964166176
"[107, 107, 107, 107, 107, 107]",0.1,16,0.8,tanh,400,Reacher3,0.0026644359091637037,-0.20193228882575487
"[107, 107, 107, 107, 107, 107]",0.1,16,0.5,relu,400,Reacher3,0.0022872613754165907,-0.03206538275295542
"[107, 107, 107, 107, 107, 107]",0.1,16,0.5,tanh,400,Reacher3,0.0026934985247054812,-0.2160088019003404
"[107, 107, 107, 107, 107, 107]",0.1,16,0.2,relu,400,Reacher3,0.0022761187393939295,-0.026867310670298645
"[107, 107, 107, 107, 107, 107]",0.1,16,0.2,tanh,400,Reacher3,0.002585980370302105,-0.16757193883828267
"[107, 107, 107, 107, 107, 107]",0.1,16,0.1,relu,400,Reacher3,0.0022702045189491593,-0.02408147299454814
"[107, 107, 107, 107, 107, 107]",0.1,16,0.1,tanh,400,Reacher3,0.002289207913988421,-0.03400398028708721
"[107, 107, 107, 107, 107, 107]",0.1,16,0.05,relu,400,Reacher3,0.0022786864501127286,-0.028431963569779912
"[107, 107, 107, 107, 107, 107]",0.1,16,0.05,tanh,400,Reacher3,0.0027155256399546517,-0.2220495761035083
"[107, 107, 107, 107, 107, 107]",0.1,32,0.8,relu,400,Reacher3,0.0020775351308321937,0.06285922088021356
"[107, 107, 107, 107, 107, 107]",0.1,32,0.8,tanh,400,Reacher3,0.002479885641489704,-0.1202488632102443
"[107, 107, 107, 107, 107, 107]",0.1,32,0.5,relu,400,Reacher3,0.0022857453437236004,-0.03128779275118313
"[107, 107, 107, 107, 107, 107]",0.1,32,0.5,tanh,400,Reacher3,0.002564104257301735,-0.1566811954059184
"[107, 107, 107, 107, 107, 107]",0.1,32,0.2,relu,400,Reacher3,0.002283199039545368,-0.029944217387587086
"[107, 107, 107, 107, 107, 107]",0.1,32,0.2,tanh,400,Reacher3,0.0024498274018845364,-0.10324502781301363
"[107, 107, 107, 107, 107, 107]",0.1,32,0.1,relu,400,Reacher3,0.0022618914811184873,-0.02041458559693436
"[107, 107, 107, 107, 107, 107]",0.1,32,0.1,tanh,400,Reacher3,0.0022621570045009078,-0.02089955966709985
"[107, 107, 107, 107, 107, 107]",0.1,32,0.05,relu,400,Reacher3,0.002295396272630306,-0.03592699535863586
"[107, 107, 107, 107, 107, 107]",0.1,32,0.05,tanh,400,Reacher3,0.0025420849022718146,-0.14471053806584577
"[107, 107, 107, 107, 107, 107]",0.1,64,0.8,relu,400,Reacher3,0.0021070857426355623,0.0499564678683212
"[107, 107, 107, 107, 107, 107]",0.1,64,0.8,tanh,400,Reacher3,0.0022791219297868762,-0.028803124712642496
"[107, 107, 107, 107, 107, 107]",0.1,64,0.5,relu,400,Reacher3,0.0020695487798108314,0.06634340266764234
"[107, 107, 107, 107, 107, 107]",0.1,64,0.5,tanh,400,Reacher3,0.002402093930231664,-0.0822070958814652
"[107, 107, 107, 107, 107, 107]",0.1,64,0.2,relu,400,Reacher3,0.002273896214044123,-0.025892939031754453
"[107, 107, 107, 107, 107, 107]",0.1,64,0.2,tanh,400,Reacher3,0.0023543209765010936,-0.0629714324036476
"[107, 107, 107, 107, 107, 107]",0.1,64,0.1,relu,400,Reacher3,0.0022655228846353917,-0.021999452614503683
"[107, 107, 107, 107, 107, 107]",0.1,64,0.1,tanh,400,Reacher3,0.0022760955570037566,-0.026808795231927807
"[107, 107, 107, 107, 107, 107]",0.1,64,0.05,relu,400,Reacher3,0.0022970846058335483,-0.03669310966413675
"[107, 107, 107, 107, 107, 107]",0.1,64,0.05,tanh,400,Reacher3,0.0023496699956645586,-0.05937615175930966
"[107, 107, 107, 107, 107, 107]",0.1,128,0.8,relu,400,Reacher3,0.002281340536957699,-0.02914554159194438
"[107, 107, 107, 107, 107, 107]",0.1,128,0.8,tanh,400,Reacher3,0.0022676458822634194,-0.023754382823359066
"[107, 107, 107, 107, 107, 107]",0.1,128,0.5,relu,400,Reacher3,0.002279717423474751,-0.028566387229004137
"[107, 107, 107, 107, 107, 107]",0.1,128,0.5,tanh,400,Reacher3,0.002287690979257025,-0.03172004449715767
"[107, 107, 107, 107, 107, 107]",0.1,128,0.2,relu,400,Reacher3,0.00221155707325531,0.0027579559057871648
"[107, 107, 107, 107, 107, 107]",0.1,128,0.2,tanh,400,Reacher3,0.0022732437644918417,-0.026707428320585147
"[107, 107, 107, 107, 107, 107]",0.1,128,0.1,relu,400,Reacher3,0.0022799812932012154,-0.02849147866162201
"[107, 107, 107, 107, 107, 107]",0.1,128,0.1,tanh,400,Reacher3,0.002235640564621577,-0.009024787904333142
"[107, 107, 107, 107, 107, 107]",0.1,128,0.05,relu,400,Reacher3,0.0022912286231935256,-0.03406709226766558
"[107, 107, 107, 107, 107, 107]",0.1,128,0.05,tanh,400,Reacher3,0.0023304654675336705,-0.052341980413977085
"[107, 107, 107, 107, 107, 107]",0.01,16,0.8,relu,400,Reacher3,0.0010618638505451438,0.5260997341864805
"[107, 107, 107, 107, 107, 107]",0.01,16,0.8,tanh,400,Reacher3,0.0020576047981244383,0.07158444461791202
"[107, 107, 107, 107, 107, 107]",0.01,16,0.5,relu,400,Reacher3,0.000942244986381216,0.5795069866620738
"[107, 107, 107, 107, 107, 107]",0.01,16,0.5,tanh,400,Reacher3,0.002121363763124161,0.04433440614609504
"[107, 107, 107, 107, 107, 107]",0.01,16,0.2,relu,400,Reacher3,0.0007590650962781206,0.6607423929436345
"[107, 107, 107, 107, 107, 107]",0.01,16,0.2,tanh,400,Reacher3,0.0020802909925119882,0.061989011869005704
"[107, 107, 107, 107, 107, 107]",0.01,16,0.1,relu,400,Reacher3,0.0007773103313310535,0.652607515754479
"[107, 107, 107, 107, 107, 107]",0.01,16,0.1,tanh,400,Reacher3,0.0020753619036790027,0.0648144658105092
"[107, 107, 107, 107, 107, 107]",0.01,16,0.05,relu,400,Reacher3,0.0007642851597163885,0.6585877361410222
"[107, 107, 107, 107, 107, 107]",0.01,16,0.05,tanh,400,Reacher3,0.002194074517483349,0.01019535082402597
"[107, 107, 107, 107, 107, 107]",0.01,32,0.8,relu,400,Reacher3,0.0010427621703880611,0.5334244257849156
"[107, 107, 107, 107, 107, 107]",0.01,32,0.8,tanh,400,Reacher3,0.0014638854408666278,0.3447040556394452
"[107, 107, 107, 107, 107, 107]",0.01,32,0.5,relu,400,Reacher3,0.0007659810920898337,0.657796561233007
"[107, 107, 107, 107, 107, 107]",0.01,32,0.5,tanh,400,Reacher3,0.0014792220941069404,0.3369489809832566
"[107, 107, 107, 107, 107, 107]",0.01,32,0.2,relu,400,Reacher3,0.0007980535994776599,0.6434256398932457
"[107, 107, 107, 107, 107, 107]",0.01,32,0.2,tanh,400,Reacher3,0.0015257440637400732,0.3165396141169664
"[107, 107, 107, 107, 107, 107]",0.01,32,0.1,relu,400,Reacher3,0.0007772831308632844,0.6526550446206113
"[107, 107, 107, 107, 107, 107]",0.01,32,0.1,tanh,400,Reacher3,0.0017455758096503165,0.21618125168282912
"[107, 107, 107, 107, 107, 107]",0.01,32,0.05,relu,400,Reacher3,0.0007364476647754827,0.6709895713896499
"[107, 107, 107, 107, 107, 107]",0.01,32,0.05,tanh,400,Reacher3,0.001509909756787944,0.32355685395255235
"[107, 107, 107, 107, 107, 107]",0.01,64,0.8,relu,400,Reacher3,0.0009982681604437955,0.5532472048130529
"[107, 107, 107, 107, 107, 107]",0.01,64,0.8,tanh,400,Reacher3,0.0012666792906283338,0.43272934344374087
"[107, 107, 107, 107, 107, 107]",0.01,64,0.5,relu,400,Reacher3,0.0008096379545696666,0.6384561360897494
"[107, 107, 107, 107, 107, 107]",0.01,64,0.5,tanh,400,Reacher3,0.001254390859219478,0.4388302013191511
"[107, 107, 107, 107, 107, 107]",0.01,64,0.2,relu,400,Reacher3,0.000725258701836515,0.6759311211137488
"[107, 107, 107, 107, 107, 107]",0.01,64,0.2,tanh,400,Reacher3,0.0012124617050393092,0.4571697544230224
"[107, 107, 107, 107, 107, 107]",0.01,64,0.1,relu,400,Reacher3,0.0007638480436692737,0.6585225422493858
"[107, 107, 107, 107, 107, 107]",0.01,64,0.1,tanh,400,Reacher3,0.0012244248505548763,0.4523313059346565
"[107, 107, 107, 107, 107, 107]",0.01,64,0.05,relu,400,Reacher3,0.0007096253879636822,0.6826512250731268
"[107, 107, 107, 107, 107, 107]",0.01,64,0.05,tanh,400,Reacher3,0.001278504119720519,0.427558337161751
"[107, 107, 107, 107, 107, 107]",0.01,128,0.8,relu,400,Reacher3,0.0009693305599583094,0.566120524251804
"[107, 107, 107, 107, 107, 107]",0.01,128,0.8,tanh,400,Reacher3,0.0011404042574019487,0.4900915040076989
"[107, 107, 107, 107, 107, 107]",0.01,128,0.5,relu,400,Reacher3,0.000771304292492565,0.6554704461146987
"[107, 107, 107, 107, 107, 107]",0.01,128,0.5,tanh,400,Reacher3,0.0009257882662214422,0.5859348541526227
"[107, 107, 107, 107, 107, 107]",0.01,128,0.2,relu,400,Reacher3,0.0007206147982268852,0.6778059657987469
"[107, 107, 107, 107, 107, 107]",0.01,128,0.2,tanh,400,Reacher3,0.0009553388572533754,0.5728113826933982
"[107, 107, 107, 107, 107, 107]",0.01,128,0.1,relu,400,Reacher3,0.0006524011347031538,0.7082449642288603
"[107, 107, 107, 107, 107, 107]",0.01,128,0.1,tanh,400,Reacher3,0.0009528999306596107,0.5737562416668975
"[107, 107, 107, 107, 107, 107]",0.01,128,0.05,relu,400,Reacher3,0.0006793723722270436,0.6962304691540503
"[107, 107, 107, 107, 107, 107]",0.01,128,0.05,tanh,400,Reacher3,0.0009772502492660922,0.5627881220656059
"[107, 107, 107, 107, 107, 107]",0.001,16,0.8,relu,400,Reacher3,0.0009303371969167047,0.5841093385362778
"[107, 107, 107, 107, 107, 107]",0.001,16,0.8,tanh,400,Reacher3,0.0010520861057556155,0.5290696855958791
"[107, 107, 107, 107, 107, 107]",0.001,16,0.5,relu,400,Reacher3,0.000714356815167585,0.681409554718833
"[107, 107, 107, 107, 107, 107]",0.001,16,0.5,tanh,400,Reacher3,0.0008321783764157377,0.6277380086765928
"[107, 107, 107, 107, 107, 107]",0.001,16,0.2,relu,400,Reacher3,0.0006927711961261218,0.690579697042169
"[107, 107, 107, 107, 107, 107]",0.001,16,0.2,tanh,400,Reacher3,0.000802760802440427,0.6412278323741818
"[107, 107, 107, 107, 107, 107]",0.001,16,0.1,relu,400,Reacher3,0.0007056030165374908,0.6848822643207392
"[107, 107, 107, 107, 107, 107]",0.001,16,0.1,tanh,400,Reacher3,0.0007872191536225694,0.6481392030950334
"[107, 107, 107, 107, 107, 107]",0.001,16,0.05,relu,400,Reacher3,0.0006843015586031139,0.6943446784705721
"[107, 107, 107, 107, 107, 107]",0.001,16,0.05,tanh,400,Reacher3,0.0008416240115280806,0.6234941729527413
"[107, 107, 107, 107, 107, 107]",0.001,32,0.8,relu,400,Reacher3,0.0009222795253643353,0.5878729312679467
"[107, 107, 107, 107, 107, 107]",0.001,32,0.8,tanh,400,Reacher3,0.0010476472103943466,0.5315479826556273
"[107, 107, 107, 107, 107, 107]",0.001,32,0.5,relu,400,Reacher3,0.0007048990372170958,0.685079572382883
"[107, 107, 107, 107, 107, 107]",0.001,32,0.5,tanh,400,Reacher3,0.0007923297575341643,0.6458679311253992
"[107, 107, 107, 107, 107, 107]",0.001,32,0.2,relu,400,Reacher3,0.0006762695163328933,0.6977391458252162
"[107, 107, 107, 107, 107, 107]",0.001,32,0.2,tanh,400,Reacher3,0.0007567002250662838,0.6617861560790711
"[107, 107, 107, 107, 107, 107]",0.001,32,0.1,relu,400,Reacher3,0.000681674643701864,0.6954448208259176
"[107, 107, 107, 107, 107, 107]",0.001,32,0.1,tanh,400,Reacher3,0.0007555273731674079,0.6621109111769751
"[107, 107, 107, 107, 107, 107]",0.001,32,0.05,relu,400,Reacher3,0.0006782836271979238,0.6972494293230396
"[107, 107, 107, 107, 107, 107]",0.001,32,0.05,tanh,400,Reacher3,0.0007226121817847665,0.6770403557051726
"[107, 107, 107, 107, 107, 107]",0.001,64,0.8,relu,400,Reacher3,0.000992930198033765,0.5560385622661483
