Actual Predicted
0.1079804719410089 -0.0021974312949640824
0.0032527266743649 -0.0014967907020398369
-0.0151408533183863 0.0008277626400421879
0.0492637499386983 0.002471911732948642
0.0606741395637355 -0.0009878921755538846
0.0447216703995076 0.002121509173086918
0.0501573084979061 0.0029597694954401465
0.0790319590885136 0.00020931676281167008
-0.0802610966820982 0.001659465855057777
-0.0854316598303479 -0.002910880613821272
-0.0154901632319917 0.0026981369258845837
0.0287410080873327 0.001110306075949452
0.0575950461852436 -0.002701359900086793
-0.0362999896037234 0.0007327065069349455
-0.0727743844147916 -0.0017037926866056879
-0.0254425477265285 0.0015561558523423248
-0.0923275721166172 0.0031278129377685805
0.0773812477404259 0.0004813920994542108
-0.0136235479998847 -0.0007813773084590443
-0.0566119081531857 -0.0008442277525055942
-0.0732037866824091 0.0007822743842260822
0.0516611628842214 0.001981282880221938
-0.0186764382431961 -0.0032044104324737543
0.0435404476629742 -0.0026998436918090262
-0.0870727881112003 0.0027554528194456
-0.0203664094341537 0.0015884095551559065
0.0138501553301988 0.00024924391376350997
0.0079134124702866 0.004007006884885506
0.0730761651196314 0.00017900527385716764
0.0219613215837632 -0.0002668172288588445
0.0975463986605442 0.0004279423065715976
-0.1033270789223235 0.0017765838205900015
0.0068220823294049 -0.0022129580171324293
0.1085627836372405 0.0026407224320898594
-0.1115940774034511 -0.0005737750702374847
-0.0559952329843686 0.0017430888579323372
-0.0335072117511306 0.001476910213157182
-0.0931195274895053 0.0018841518207130695
-0.0456794878395547 -0.0006455446210140572
0.0150658175115319 0.006533524009402967
-0.0980980235068755 0.002192522662486255
-0.0631491809784194 -0.0033068911137884892
0.0809817256972809 0.0002810816253157051
-0.0772200983565545 0.0021606231721420276
0.0029021443676331 0.0008260822748185103
-0.0898920836465907 -0.000970310419968542
0.0734018711340254 0.00020530733016978448
0.107424488363355 0.0006425552736679559
-0.0472273204502231 -0.0007566487559897961
-0.0746961767013125 0.002808132181772671
0.0604539082675235 -0.002657177592548277
-0.0276680869088203 0.004630742618485088
-0.1088915457318531 0.00431835821825445
-0.0545509154842303 0.002825193559510079
-0.093001433216842 -0.0007892397537390545
-0.0756310155615018 0.006429411753588643
0.0969228066803555 5.199090101462559e-05
-0.0072344135078381 0.001422716903058299
0.0325529190272013 0.0014444811068845265
-0.0400283755422989 -0.00042297213719137727
0.0521388951709753 0.002797572124814328
-0.0722542555666228 0.0018135978140424657
-0.0964167026681201 0.001229142735522955
0.0888885514406436 0.0021318157182935223
0.0821794201965868 0.0023854183598750484
0.0108830003210993 -0.0004530209142268441
0.031901552013565 0.00022874179654210286
-0.0908467084495033 0.0005683722667651969
0.0747032182029707 0.0021199743925733646
0.1130109986077587 -0.0011194440283150294
0.0422240804169854 0.0008891235754995296
-0.081425447554472 0.0018675036968929858
0.0183654467760197 0.0013490787178904512
-0.0092091608271324 -0.00015491794892000076
-0.0107474958821738 0.0014920224634116235
0.0259092448530996 -0.0019324482856814499
-0.0479320938270126 0.0035550822352298445
-0.0150036978131663 0.0022938227503263107
0.031383280151533 -0.0005827930343432421
0.0915517959142659 -0.0011057669929433222
-0.0195130256299163 0.0007623082821100835
0.0855343967836244 0.0003654594997091311
-0.0364099759687515 0.001748728154646404
-0.0232559718219493 0.0019894256882408193
-0.0438088927194948 -0.0023046653379272626
-0.0715939779865244 0.0010032335431926695
0.0097877094641973 0.0035246399417413667
0.0322496367763827 0.0011610525971890346
-0.0534238648637679 0.002091554585990173
0.0209127666471471 -0.001881372487589329
-0.0495476183037837 -0.0010379694479500624
-0.0111453602316826 -0.004272023646362632
-0.1104247144941856 0.0007690243463750047
-0.0183252757918881 0.0006150118869627277
-0.0921548890648999 -0.0018544466984120199
0.0191157302903999 0.0004563127128640758
-0.073104733078652 -0.00022877579304628198
0.101993625419903 -0.0015257863240324607
0.0142696615988291 0.0012834039759681008
0.1044118473850015 -0.00041099362311745945
