hidden_layers,lr,batch_size,val_split,activation,epochs,dataset,mse,r2
"[107, 107, 107, 107, 107, 107]",0.001,64,0.8,tanh,400,Reacher6,0.002794450801711482,0.3317108860995878
"[107, 107, 107, 107, 107, 107]",0.001,64,0.5,relu,400,Reacher6,0.002467085367056984,0.4098890218313022
"[107, 107, 107, 107, 107, 107]",0.001,64,0.5,tanh,400,Reacher6,0.0025942701178400247,0.37944010925941396
"[107, 107, 107, 107, 107, 107]",0.001,64,0.2,relu,400,Reacher6,0.0023976434744870157,0.42651762628384554
"[107, 107, 107, 107, 107, 107]",0.001,64,0.2,tanh,400,Reacher6,0.002503631513451988,0.401155909911115
"[107, 107, 107, 107, 107, 107]",0.001,64,0.1,relu,400,Reacher6,0.0023849190672743967,0.42955596317506567
"[107, 107, 107, 107, 107, 107]",0.001,64,0.1,tanh,400,Reacher6,0.002450908435240273,0.4137061446331125
"[107, 107, 107, 107, 107, 107]",0.001,64,0.05,relu,400,Reacher6,0.0023846565184501016,0.42961927516672577
"[107, 107, 107, 107, 107, 107]",0.001,64,0.05,tanh,400,Reacher6,0.0024898315900989923,0.40425966291695586
"[107, 107, 107, 107, 107, 107]",0.001,128,0.8,relu,400,Reacher6,0.0028127741682891067,0.3276288894152713
"[107, 107, 107, 107, 107, 107]",0.001,128,0.8,tanh,400,Reacher6,0.0027929117636654784,0.3322306655731751
"[107, 107, 107, 107, 107, 107]",0.001,128,0.5,relu,400,Reacher6,0.0024967357422284735,0.4028703566688447
"[107, 107, 107, 107, 107, 107]",0.001,128,0.5,tanh,400,Reacher6,0.002561807624164671,0.3871711847724899
"[107, 107, 107, 107, 107, 107]",0.001,128,0.2,relu,400,Reacher6,0.0024154980600574975,0.42224921220579364
"[107, 107, 107, 107, 107, 107]",0.001,128,0.2,tanh,400,Reacher6,0.0024679903574646718,0.4097704781693093
"[107, 107, 107, 107, 107, 107]",0.001,128,0.1,relu,400,Reacher6,0.0023765310601806555,0.43159088515919586
"[107, 107, 107, 107, 107, 107]",0.001,128,0.1,tanh,400,Reacher6,0.0024776445705182175,0.4072520032501663
"[107, 107, 107, 107, 107, 107]",0.001,128,0.05,relu,400,Reacher6,0.002388703599977318,0.42847963765401786
"[107, 107, 107, 107, 107, 107]",0.001,128,0.05,tanh,400,Reacher6,0.0024303228681755687,0.41847886928706557
"[107, 107, 107, 107, 107, 107]",0.0001,16,0.8,relu,400,Reacher6,0.002811824631997731,0.328120857962741
"[107, 107, 107, 107, 107, 107]",0.0001,16,0.8,tanh,400,Reacher6,0.0027510691614003667,0.3421758296181676
"[107, 107, 107, 107, 107, 107]",0.0001,16,0.5,relu,400,Reacher6,0.002524826710699198,0.39618619506803676
"[107, 107, 107, 107, 107, 107]",0.0001,16,0.5,tanh,400,Reacher6,0.002523913035410178,0.396305975261458
"[107, 107, 107, 107, 107, 107]",0.0001,16,0.2,relu,400,Reacher6,0.0024215700957691856,0.42086690901245155
"[107, 107, 107, 107, 107, 107]",0.0001,16,0.2,tanh,400,Reacher6,0.0024650918310441506,0.41040358854797243
"[107, 107, 107, 107, 107, 107]",0.0001,16,0.1,relu,400,Reacher6,0.0024044895659665064,0.42486695340915853
"[107, 107, 107, 107, 107, 107]",0.0001,16,0.1,tanh,400,Reacher6,0.0024176770853451754,0.42145147753565687
"[107, 107, 107, 107, 107, 107]",0.0001,16,0.05,relu,400,Reacher6,0.00238786201343887,0.4289328028423319
"[107, 107, 107, 107, 107, 107]",0.0001,16,0.05,tanh,400,Reacher6,0.002410467770562537,0.4233036986027287
"[107, 107, 107, 107, 107, 107]",0.0001,32,0.8,relu,400,Reacher6,0.002891802020540029,0.3087281865848184
"[107, 107, 107, 107, 107, 107]",0.0001,32,0.8,tanh,400,Reacher6,0.0027542561929346653,0.3414793458785233
"[107, 107, 107, 107, 107, 107]",0.0001,32,0.5,relu,400,Reacher6,0.0025589470885791976,0.388159739790952
"[107, 107, 107, 107, 107, 107]",0.0001,32,0.5,tanh,400,Reacher6,0.0025285586840508097,0.3951066156357217
"[107, 107, 107, 107, 107, 107]",0.0001,32,0.2,relu,400,Reacher6,0.0024656948562475182,0.41025773426597306
"[107, 107, 107, 107, 107, 107]",0.0001,32,0.2,tanh,400,Reacher6,0.0024408709997651833,0.4161388454994605
"[107, 107, 107, 107, 107, 107]",0.0001,32,0.1,relu,400,Reacher6,0.0024190863754210076,0.42139282693383007
"[107, 107, 107, 107, 107, 107]",0.0001,32,0.1,tanh,400,Reacher6,0.002427467460957911,0.41928047545913333
"[107, 107, 107, 107, 107, 107]",0.0001,32,0.05,relu,400,Reacher6,0.0024090820590236006,0.42376723854296006
"[107, 107, 107, 107, 107, 107]",0.0001,32,0.05,tanh,400,Reacher6,0.0024220738408424,0.42066055276606723
"[107, 107, 107, 107, 107, 107]",0.0001,64,0.8,relu,400,Reacher6,0.00291615003166459,0.30297638878915517
"[107, 107, 107, 107, 107, 107]",0.0001,64,0.8,tanh,400,Reacher6,0.0027404011795996563,0.3447448695352909
"[107, 107, 107, 107, 107, 107]",0.0001,64,0.5,relu,400,Reacher6,0.0025361763669125054,0.3934887999861945
"[107, 107, 107, 107, 107, 107]",0.0001,64,0.5,tanh,400,Reacher6,0.00254630593542208,0.3908627310599894
"[107, 107, 107, 107, 107, 107]",0.0001,64,0.2,relu,400,Reacher6,0.0024679786219240713,0.40953528804269884
"[107, 107, 107, 107, 107, 107]",0.0001,64,0.2,tanh,400,Reacher6,0.0024619494715530515,0.4110476608723872
"[107, 107, 107, 107, 107, 107]",0.0001,64,0.1,relu,400,Reacher6,0.002430347742314211,0.4186961338628679
"[107, 107, 107, 107, 107, 107]",0.0001,64,0.1,tanh,400,Reacher6,0.002433725073099559,0.417684176622537
"[107, 107, 107, 107, 107, 107]",0.0001,64,0.05,relu,400,Reacher6,0.0023996436412174484,0.4260386729339693
"[107, 107, 107, 107, 107, 107]",0.0001,64,0.05,tanh,400,Reacher6,0.0024153953176289677,0.42213968363856275
"[107, 107, 107, 107, 107, 107]",0.0001,128,0.8,relu,400,Reacher6,0.0029188498078943363,0.30218057661123227
"[107, 107, 107, 107, 107, 107]",0.0001,128,0.8,tanh,400,Reacher6,0.0027321778030287933,0.3469617593963401
"[107, 107, 107, 107, 107, 107]",0.0001,128,0.5,relu,400,Reacher6,0.002583827586739035,0.3822021649997718
"[107, 107, 107, 107, 107, 107]",0.0001,128,0.5,tanh,400,Reacher6,0.002504655128760309,0.4008477633060368
"[107, 107, 107, 107, 107, 107]",0.0001,128,0.2,relu,400,Reacher6,0.002453410295819479,0.41322781518475127
"[107, 107, 107, 107, 107, 107]",0.0001,128,0.2,tanh,400,Reacher6,0.002433227115294406,0.41786163096377066
"[107, 107, 107, 107, 107, 107]",0.0001,128,0.1,relu,400,Reacher6,0.002431562275168038,0.41850911035456506
"[107, 107, 107, 107, 107, 107]",0.0001,128,0.1,tanh,400,Reacher6,0.0024363936288336256,0.41716839748698903
"[107, 107, 107, 107, 107, 107]",0.0001,128,0.05,relu,400,Reacher6,0.002450313626149689,0.41408326044832044
"[107, 107, 107, 107, 107, 107]",0.0001,128,0.05,tanh,400,Reacher6,0.0024330444536581316,0.417814435473533
